First Name,Last Name,State,Birthday,Phone,Email,Lead Status,Sales Contact,facebook,facebook_id,youtube,youtube_id,bioguide_id,thomas_id,opensecrets_id,lis_id,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id
Cathy,McMorris Rodgers,WA,5/22/1969,202-225-2006,https://mcmorrisforms.house.gov/write-to-cathy1,http://mcmorris.house.gov/common/rss/?rss=96,CathyMcMorris,mcmorrisrodgers,3.22E+11,mcmorrisrodgers,UCRp0lwIxAhq2Ia9_YgRWUkg,M001159,1809,N00026314,,1013063,400659,3217,Cathy McMorris Rodgers,gIQABLyUMP,20535,Cathy McMorris Rodgers
Jerry,McNerney,CA,6/18/1951,202-225-1947,https://mcnerney.house.gov/contact/email-me,http://mcnerney.house.gov/rss.xml,RepMcNerney,jerrymcnerney,2.15E+14,RepJerryMcNerney,UClUOx6F8GKshxGBUBLkisug,M001166,1832,N00026926,,1021667,412189,29474,,gIQAlHAVBP,20702,Jerry McNerney
Patrick,Meehan,PA,10/20/1955,202-225-2011,https://meehan.house.gov/email-me,http://meehan.house.gov/rss/latest-news.xml,RepMeehan,CongressmanPatrickMeehan,1.36E+14,repmeehan,UCfOy3eW-KIg4aI3w_azyY6g,M001181,2052,N00031134,,1033856,412466,119474,Patrick Meehan,gIQA2yGVKP,21168,Pat Meehan
Gregory,Meeks,NY,9/25/1953,202-225-3461,https://meeks.house.gov/contact-me/email-me,http://meeks.house.gov/rss.xml,GregoryMeeks,gregorymeeksny05,1557025818,gwmeeks,UCljJnwgQS6Z6-NypDyqKJZQ,M001137,1506,N00001171,,53469,400271,4360,,gIQAQwSKAP,29776,Gregory Meeks
John,Mica,FL,1/27/1943,202-225-4035,https://mica.house.gov/contact-form,http://mica.house.gov/common/rss/index.cfm?rss=25,,JohnMica,,RepJohnMica,UCz0LX75a5nOW-JzZ0OYQLgQ,M000689,800,N00002793,,26395,400273,26805,John L. Mica,gIQAGSEKAP,29331,John Mica
Barbara,Mikulski,MD,7/20/1936,202-224-4654,http://www.mikulski.senate.gov/contact/shareyouropinion.cfm,http://www.mikulski.senate.gov/rssfeed.cfm,SenatorBarb,SenatorMikulski,1.43E+14,senatormikulski,UCaR3dD8SdaLMM432QSM5wmw,M000702,802,N00001945,S182,1396,300073,53304,Barbara Mikulski,gIQApKSAAP,14440,Barbara Mikulski
Candice,Miller,MI,5/7/1954,202-225-2106,http://candicemiller.house.gov/contact,http://candicemiller.house.gov/rss.xml,CandiceMiller,CongresswomanCandiceMiller,2.10E+11,candicemi10,UCbILX1A8Hj3LiB_g8eZplGg,M001150,1731,N00009795,,1003594,400276,2062,Candice Miller,gIQAVsJbKP,20331,Candice Miller
Jeff,Miller,FL,6/27/1959,202-225-4136,https://jeffmiller.house.gov/contact/contactform.htm,http://jeffmiller.house.gov/news/rss.aspx,,RepJeffMiller,66367876671,RepJeffMiller,UCBigiVfkWLGze4x95dQLqoA,M001144,1685,N00013846,,91615,400279,17276,Jeff Miller (Florida),gIQATNjVMP,20110,Jeff Miller (Florida politician)
Gwen,Moore,WI,4/18/1951,202-225-4572,https://gwenmoore.house.gov/contact-form,http://gwenmoore.house.gov/common/rss/index.cfm?rss=49,RepGwenMoore,GwenSMoore,58864029545,RepGwenMoore,UCCs9o1XaSsCsqNpO0iO0_Ew,M001160,1811,N00026914,,42548,400661,3457,Gwen Moore,gIQArDiKAP,20537,Gwen Moore
Jerry,Moran,KS,5/29/1954,202-224-6521,http://www.moran.senate.gov/public/index.cfm/e-mail-jerry,http://www.moran.senate.gov/public/index.cfm/rss/feed/,JerryMoran,jerrymoran,1.72E+11,senatorjerrymoran,UC1oRxeUPam6-53wPBZ3N02A,M000934,1507,N00005282,S347,45469,400284,542,Jerry Moran,gIQAdVZfAP,29722,Jerry Moran
Mick,Mulvaney,SC,7/21/1967,202-225-5501,https://mulvaney.house.gov/email-mick/,http://mulvaney.house.gov/index.php?format=feed&amp;type=rss,RepMickMulvaney,MulvaneySC5,1.89E+14,RepMickMulvaney,UC9G3WmNenRi-g1zlDMIj4vQ,M001182,2059,N00031412,,623510,412474,60348,Mick Mulvaney,gIQA2dVUKP,21176,Mick Mulvaney
Lisa,Murkowski,AK,5/22/1957,202-224-6665,http://www.murkowski.senate.gov/public/index.cfm?p=EMailLisa,http://www.murkowski.senate.gov/public/?a=rss.feed,LisaMurkowski,SenLisaMurkowski,25271170290,senatormurkowski,UCaigku16AErqvD0wRuwGb9A,M001153,1694,N00026050,S288,1004138,300075,15841,Lisa Murkowski,gIQA6VzBAP,40300,Lisa Murkowski
Christopher,Murphy,CT,8/3/1973,202-224-4041,http://www.murphy.senate.gov/contact,http://www.theday.com/article/20121216/nws12/312169935/1069/rss,ChrisMurphyCT,chrismurphyct,19437978960,senchrismurphy,UCbcEa40PIFpLpdDe06n3F3Q,M001169,1837,N00027566,S364,1021270,412194,17189,Christopher S. Murphy,gIQAXlFYMP,20707,Chris Murphy (Connecticut politician)
Tim,Murphy,PA,9/11/1952,202-225-2301,https://murphy.house.gov/contact-me,http://murphy.house.gov/common/rss/?rss=44,RepTimMurphy,reptimmurphy,1.06E+14,TimMurphyPA18,UCmMrDji88FxLeqgin2ehA9A,M001151,1744,N00024992,,1003612,400285,9794,,gIQAND0HAP,20346,Timothy F. Murphy
Patty,Murray,WA,10/11/1950,202-224-2621,http://www.murray.senate.gov/public/index.cfm/contactme,http://www.murray.senate.gov/public/?a=rss.feed,PattyMurray,,,SenatorPattyMurray,UCb8jq3TvQ3AzKsexhWfFLoA,M001111,1409,N00007876,S229,25277,300076,53358,Patty Murray,gIQARXaU9O,49308,Patty Murray
Jerrold,Nadler,NY,6/13/1947,202-225-5635,https://jerroldnadler.house.gov/forms/writeyourrep/default.aspx,http://nadler.house.gov/rss.xml,RepJerryNadler,CongressmanNadler,78291598977,congressmannadler,UCQKj0qU1e7o2f5ftSh-c9aQ,N000002,850,N00000939,,26159,400289,26980,,gIQALyRYMP,29377,Jerrold Nadler
Grace,Napolitano,CA,12/4/1936,202-225-5256,https://napolitano.house.gov/contact-me/email-me,http://napolitano.house.gov/rss.xml,GraceNapolitano,RepGraceNapolitano,1.63E+14,RepGraceNapolitano,UCPWjmiAIR04oQ8QMoOWcDtA,N000179,1602,N00006789,,57873,400290,8393,,gIQAW3cdKP,29903,Grace Napolitano
Richard,Neal,MA,2/14/1949,202-225-5601,https://forms.house.gov/neal/webforms/Contact_Form.shtml,http://neal.house.gov/index.php?format=feed&amp;type=rss,RepRichardNeal,3.26E+14,3.26E+14,RepRichardENeal,UCZVtTydu0-MSK6G12GaKA4g,N000015,854,N00000153,,6103,400291,26895,,gIQA7V4aKP,15616,Richard Neal
Randy,Neugebauer,TX,12/24/1949,202-225-4005,https://randy.house.gov/contact-me/email-me,http://randy.house.gov/rss.xml,RandyNeugebauer,rep.randy.neugebauer,64137294987,RandyNeugebauer,UCvuzExkN-z7cnMDPXZCpoLQ,N000182,1758,N00026043,,1010920,400441,49522,Randy Neugebauer,gIQA5hZfAP,20353,Randy Neugebauer
Kristi,Noem,SD,11/30/1971,202-225-2801,http://noem.house.gov/index.cfm/email-kristi,http://noem.house.gov/index.cfm/rss/feed,RepKristiNoem,,,RepKristiNoem,UCZPzuVONjRwo5TsrKzbYRVA,N000184,2060,N00032022,,62717,412475,58189,Kristi Noem,gIQABw1QKP,21177,Kristi Noem
Eleanor,Norton,DC,6/13/1937,202-225-8050,https://norton.house.gov/contact/email-me,http://norton.house.gov/index.php?format=feed&amp;type=rss,EleanorNorton,CongresswomanNorton,61731840657,EleanorHNorton,UChRrAXUGylfxJjbquC6aUjQ,N000147,868,N00001692,,882,400295,775,,73c1161a-64c5-11e2-85f5-a8a9228e55e7,,Eleanor Holmes Norton
Richard,Nugent,FL,5/26/1951,202-225-1002,https://nugent.house.gov/contact/email-me,http://nugent.house.gov/index.php?format=feed&amp;type=rss,RepRichNugent,RepRichNugent,1.84E+14,RepRichNugent,UClfwQJ4E_qLsALsI-O5rx3Q,N000185,2001,N00032441,,1033683,412409,124333,,gIQAt0HaKP,21115,Rich Nugent
Devin,Nunes,CA,10/1/1973,202-225-2523,https://nunes.house.gov/contactform/default.aspx,http://nunes.house.gov/news/rss.aspx,Rep_DevinNunes,,,RepDevinNunes,UCtbArL6CmOfFqgmpuRjLp3w,N000181,1710,N00007248,,1003553,400297,16725,,gIQAt1EGAP,20307,Devin Nunes
Pete,Olson,TX,12/9/1962,202-225-5951,https://forms.house.gov/olson/contact-form.shtml,feed://olson.house.gov/common/rss/?rss=82,RepPeteOlson,20718168936,20718168936,,,O000168,1955,N00029285,,1031361,412302,102008,,gIQAdHcTKP,20948,Pete Olson
Steven,Palazzo,MS,2/21/1970,202-225-5772,http://palazzo.house.gov/contact/,http://palazzo.house.gov/rss.xml,CongPalazzo,stevenpalazzo,1.87E+14,CongressmanPalazzo,UCtPOy2vRbN2nD8dQPSOTXeA,P000601,2035,N00031958,,61886,412443,69521,,gIQAlE0YMP,21148,Steven Palazzo
Frank,Pallone,NJ,10/30/1951,202-225-4671,https://pallone.house.gov/contact-me/email-me,http://pallone.house.gov/rss.xml,FrankPallone,repfrankpallone,6517277731,repfrankpallone,UCN0_wn9hs1LI3UKkji2PP2A,P000034,887,N00000781,,6107,400308,26951,,gIQAMsEdKP,15454,Frank Pallone
Bill,Pascrell,NJ,1/25/1937,202-225-5751,https://pascrell.house.gov/contact/email-me,http://www.house.gov/apps/list/press/nj08_pascrell/rss.xml,BillPascrell,pascrell,3.03E+11,RepPascrell,UCIy1Ru8oA14aRjpq6L3i-EQ,P000096,1510,N00000751,,45543,400309,478,,gIQAbraOAP,29741,Bill Pascrell
Rand,Paul,KY,1/7/1963,202-224-4343,http://www.paul.senate.gov/?p=contact,http://paul.senate.gov/rss/?p=news,,SenatorRandPaul,1.61E+14,SenatorRandPaul,UCeM9I-20oWUs8daIIpsNHoQ,P000603,2082,N00030836,S348,9265241,412492,117285,Rand Paul,gIQA5AakAP,41104,Rand Paul
Erik,Paulsen,MN,5/14/1965,202-225-2871,https://paulsenforms.house.gov/contact-me,http://paulsen.house.gov/common/rss//?rss=105,RepErikPaulsen,CongressmanErikPaulsen,1.29E+14,reperikpaulsen,UC1IOW4Wqox-6gmZbjjGvzLg,P000594,1930,N00029391,,1030000,412303,3833,Erik Paulsen,gIQALqDbKP,20924,Erik Paulsen
Stevan,Pearce,NM,8/24/1947,202-225-2365,https://pearce.house.gov/contact-me/email-me,http://pearce.house.gov/rss.xml,RepStevePearce,RepStevePearce,1.80E+14,NMStevePearce,UCaT7jt_M86sDK50eaaVsFvQ,P000588,1738,N00012672,,12063,400313,10655,Steve Pearce,gIQAZbOZMP,20337,Steve Pearce (politician)
Nancy,Pelosi,CA,3/26/1940,202-225-4965,http://pelosi.house.gov/contact-me/email-me,http://pelosi.house.gov/atom.xml,NancyPelosi,NancyPelosi,86574174383,nancypelosi,UCxPeEcH0xaCK9nBK98EFhDg,P000197,905,N00007360,,6153,400314,26732,Nancy Pelosi,gIQAF3PM9O,15448,Nancy Pelosi
Ed,Perlmutter,CO,5/1/1953,202-225-2645,https://forms.house.gov/perlmutter/webforms/contact.shtml,http://perlmutter.house.gov/index.php?format=feed&amp;type=rss,RepPerlmutter,RepPerlmutter,86174496459,RepPerlmutter,UCJXuMAzxngpEvDdvlE6wS5g,P000593,1835,N00027510,,1021382,412192,2653,Ed Perlmutter,gIQAyxjSAP,20705,Ed Perlmutter
Gary,Peters,MI,12/1/1958,202-224-6221,,,SenGaryPeters,SenatorGaryPeters,88851604323,RepGaryPeters,UC7LYNbnKSK2VZqQ98YROWHQ,P000595,1929,N00029277,S380,50199,412305,8749,Gary Peters,gIQA36BUKP,20923,Gary Peters (politician)
Collin,Peterson,MN,6/29/1944,202-225-2165,https://collinpeterson.house.gov/contact-me/email-me,http://collinpeterson.house.gov/rss.xml,,,,,,P000258,910,N00004558,,23978,400316,26926,Collin Peterson,gIQAIQ6GAP,29127,Collin Peterson
Pedro,Pierluisi,PR,4/26/1959,202-225-2615,https://pierluisi.house.gov/contact/email-me,http://pierluisi.house.gov/rss.xml,PedroPierluisi,pedropierluisi,55139978107,PierluisiCongress,UCl4cArGMdko-kRB_7Bay6iA,P000596,1953,N00029168,,1031305,412306,110894,,,,Pedro Pierluisi
Chellie,Pingree,ME,4/2/1955,202-225-6116,https://pingree.house.gov/email-me,http://pingree.house.gov/index.php?format=feed&amp;type=rss,ChelliePingree,ChelliePingree,91529332807,congresswomanpingree,UCLKaWFM7I84WcreDRhhhkVg,P000597,1927,N00013817,,1002167,412307,6586,Chellie Pingree,gIQAr8cW9O,20920,Chellie Pingree
Joseph,Pitts,PA,10/10/1939,202-225-2411,https://pitts.house.gov/contact-me/legislative-contact-form,http://pitts.house.gov/rss.xml,RepJoePitts,94156528752,94156528752,congressmanjoepitts,UCSFHCnw0q2uDf2gj8TfN3Vg,P000373,1514,N00001633,,11706,400320,265,Joseph R. Pitts,gIQAOAMOAP,29752,Joe Pitts
Ted,Poe,TX,9/10/1948,202-225-6565,https://poe.house.gov/index.cfm/contact-form#form_D05B44B5-B782-4DC7-BED6-FF0C90951FFF,http://poe.house.gov/index.php?format=feed&amp;type=rss,JudgeTedPoe,1.07E+14,1.07E+14,CongressmanTedPoe,UCGdNUkVP16hOyL-fUDV1Knw,P000592,1802,N00026457,,1011398,400652,49198,Ted Poe,gIQAqEAdKP,20528,Ted Poe
Jared,Polis,CO,5/12/1975,202-225-2161,https://polis.house.gov/forms/writeyourrep/default.aspx,http://polis.house.gov/news/rss.aspx,JaredPolis,jaredpolis,53481427529,JaredPolis31275,UCJJ1Ye0mOzqZh1_GErFUISw,P000598,1910,N00029127,,1031300,412308,106220,Jared Polis,gIQAnqrJAP,20904,Jared Polis
Mike,Pompeo,KS,12/30/1963,202-225-6216,https://pompeo.house.gov/contact/contactform.htm?zip5=$ADDRESS_ZIP5,http://pompeo.house.gov/news/rss.aspx,RepMikePompeo,CongressmanPompeo,1.02E+14,congressmanpompeo,UCHxVnNpdjh6jqutY91ufgUw,P000602,2022,N00030744,,623387,412431,125023,Mike Pompeo,gIQAXNLWKP,21136,Mike Pompeo
Robert,Portman,OH,12/19/1955,202-224-3353,https://www.portman.senate.gov/public/index.cfm/contact-form,http://www.portman.senate.gov/public/index.cfm/rss/feed,SenRobPortman,senrobportman,45243961073,SenRobPortman,UCwunkd8Zs-yAWKQwnwBp7ew,P000449,924,N00003682,S349,31819,400325,27008,Rob Portman,gIQAGuioAP,29386,Rob Portman
Bill,Posey,FL,12/18/1947,202-225-3671,https://posey.house.gov/forms/writeyourrep/,http://posey.house.gov/news/rss.aspx?documenttypeid=1487,CongBillPosey,bill.posey15,1.00E+14,CongressmanPosey,UCoUwUkDpe1ZYd6tiaZfiMuA,P000599,1915,N00029662,,88959,412309,24280,Bill Posey,gIQAx8mRAP,20909,Bill Posey
David,Price,NC,8/17/1940,202-225-1784,https://price.house.gov/contact,http://price.house.gov/index.php?format=feed&amp;type=rss,RepDavidEPrice,,,RepDavidPrice,UCtX7bSXBLF9ge-Q955n5Vqw,P000523,930,N00002260,,6748,400326,119,David Price,gIQAd3ZCAP,15438,David Price (U.S. politician)
Tom,Price,GA,10/8/1954,202-225-4501,https://tomprice.house.gov/contact-me,http://tomprice.house.gov/rss.xml,RepTomPrice,reptomprice,1.72E+11,RepTomPrice,UCFdG6NwEceyorspUdEduBUg,P000591,1778,N00026160,,1013044,400626,11853,Tom Price,gIQAaTFu9O,20505,Tom Price (U.S. politician)
Mike,Quigley,IL,10/17/1958,202-225-4061,https://quigleyforms.house.gov/forms/writeyourrep/,http://quigley.house.gov/index.php?format=feed&amp;type=rss,RepMikeQuigley,repmikequigley,1.59E+11,RepMikeQuigley,UCDP13XegdoZ4bxYHxM34yAA,Q000023,1967,N00030581,,9263344,412331,83310,Michael Quigley,gIQAMV709O,20954,Mike Quigley (politician)
Charles,Rangel,NY,6/11/1930,202-225-4365,https://rangel.house.gov/contact-me/email-me,http://rangel.house.gov/rss.xml,CBRangel,CBRangel,7390589055,RepRangel,UCZwRwdLDW7ksC5tZV1_VUyQ,R000053,944,N00000964,,1745,400333,26979,,gIQACn7y9O,13035,Charles Rangel
Tom,Reed,NY,11/18/1971,202-225-3161,https://reed.house.gov/contact-me/email-me,http://reed.house.gov/rss.xml,RepTomReed,RepTomReed,1.02E+14,CongressmanTomReed,UC-HFEKIHC7ydVUkxkZOLqTg,R000585,1982,N00030949,,623468,412393,127046,,gIQAVOXZKP,21101,Tom Reed (politician)
David,Reichert,WA,8/29/1950,202-225-7761,https://reichert.house.gov/contact-me,http://reichert.house.gov/rss.xml,DaveReichert,repdavereichert,91504302598,repdavereichert,UC_Qs1fzY8WlHv6wJ1x7Hotg,R000578,1810,N00026885,,1013064,400660,51346,David Reichert,gIQAemFTKP,20536,Dave Reichert
Harry,Reid,NV,12/2/1939,202-224-3542,http://www.reid.senate.gov/contact,,SenatorReid,SenatorReid,3.60E+14,SenatorReid,UCxWLwXTG6_qs8K-68mCySRA,R000146,952,N00009922,S198,1683,300082,53320,Harry Reid,gIQA8MlN9O,15054,Harry Reid
James,Renacci,OH,12/3/1958,202-225-3876,https://renacci.house.gov/index.cfm/contact-form,http://renacci.house.gov/common/rss//index.cfm?rss=25,RepJimRenacci,repjimrenacci,1.88E+14,repjimrenacci,UCHTvP1X0dgUU1lrMub4hbLw,R000586,2048,N00031127,,62686,412462,120678,Jim Renacci,gIQARWEUKP,21164,Jim Renacci
Reid,Ribble,WI,4/5/1956,202-225-5665,https://ribble.house.gov/contact-me/email-me,http://ribble.house.gov/rss.xml,RepRibble,CongressmanReidRibble,1.57E+14,RepRibble,UCE8Uht2wM9gdVsfniJLeMLw,R000587,2073,N00030968,,62776,412489,126240,Reid Ribble,gIQAYpZVKP,21190,Reid Ribble
Cedric,Richmond,LA,9/13/1973,202-225-6636,https://richmond.house.gov/contact-me/email-me,http://richmond.house.gov/rss.xml,RepRichmond,RepRichmond,1.98E+14,,,R000588,2023,N00030184,,62391,412432,35384,Cedric Richmond,gIQAUvGVKP,21137,Cedric Richmond
Edward,Rigell,VA,5/28/1960,202-225-4215,https://rigell.house.gov/contact/contactform.htm,http://rigell.house.gov/news/rss.aspx,RepScottRigell,RepScottRigell,1.68E+14,RepScottRigell,UCNAzcysiI-NGAezezWQccRA,R000589,2068,N00030962,,9268996,412483,121807,,gIQA7lZVKP,21185,Scott Rigell
Martha,Roby,AL,7/27/1976,202-225-2901,https://roby.house.gov/contact-me,http://roby.house.gov/rss.xml,RepMarthaRoby,Representative.Martha.Roby,1.75E+14,reproby,UCeAWQdcSTlwv2vDGz0TQOxQ,R000591,1986,N00030768,,61712,412394,71604,Martha Roby,gIQAGcVUKP,21192,Martha Roby
David,Roe,TN,7/21/1945,202-225-6356,https://roe.house.gov/contact/contactform.htm?zip5=37813&zip4=1659,,DrPhilRoe,DrPhilRoe,1.31E+14,drphilroe,UC8muYurPSNO8x2Qqk40mVOA,R000582,1954,N00028463,,1031360,412310,65306,,gIQArh0q6O,20947,Phil Roe (politician)
Harold,Rogers,KY,12/31/1937,202-225-4601,https://halrogers.house.gov/contact/contactform.htm,http://halrogers.house.gov/news/rss.aspx,RepHalRogers,CongressmanHalRogers,6722039085,RepHalRogers,UChVFKLZkRoHQDhp4zNvEezQ,R000395,977,N00003473,,6739,400340,26875,Harold Rogers,gIQAovNCAP,14854,Hal Rogers
Mike,Rogers,AL,7/16/1958,202-225-3261,http://mikerogers.house.gov/contact-mike/email-me,http://mikerogers.house.gov/rss.xml,RepMikeRogersAL,1.72E+14,1.72E+14,MikeRogersAL03,UCH-WUWuY0_dlKwJDSqKTJsg,R000575,1704,N00024759,,1014740,400341,5705,Mike Rogers (Alabama),gIQAkR2cKP,20301,Mike_Rogers_(Alabama_politician)
Dana,Rohrabacher,CA,6/21/1947,202-225-2415,https://rohrabacher.house.gov/contact/email-me,http://rohrabacher.house.gov/rss.xml,,,,RepDanaRohrabacher,UCFr7qO61vGJyyBJ7B_gB1_Q,R000409,979,N00007151,,5590,400343,26763,,gIQAWYNqAP,15621,Dana Rohrabacher
Todd,Rokita,IN,2/9/1970,202-225-5037,https://rokita.house.gov/contact-me,http://rokita.house.gov/rss.xml,ToddRokita,RepToddRokita,1.83E+14,reptoddrokita,UCl_wYwGYw1AXiUoqNmwLxzA,R000592,2017,N00031741,,61832,412426,34167,Todd Rokita,gIQAJQXZKP,21131,Todd Rokita
Thomas,Rooney,FL,11/21/1970,202-225-5792,https://rooney.house.gov/email-me,http://rooney.house.gov/index.php?format=feed&amp;type=rss,TomRooney,reptomrooney,1.18E+11,CongressmanRooney,UCHuDkMfCK3kmCpso7LyI3zA,R000583,1916,N00029018,,1030486,412311,107800,Thomas J. Rooney,gIQADjiUAP,20910,Tom Rooney (politician)
Ileana,Ros-Lehtinen,FL,7/15/1952,202-225-3931,https://ros-lehtinen.house.gov/contact-me/email-me,http://ros-lehtinen.house.gov/rss.xml,RosLehtinen,iroslehtinen,2.87E+14,IleanaRosLehtinen,UCf6XrWGZHjC7KgRd9JCAuBA,R000435,985,N00002858,,3206,400344,26815,Ileana Ros-Lehtinen,gIQAVGfJAP,15634,Ileana Ros-Lehtinen
Peter,Roskam,IL,9/13/1961,202-225-4561,https://roskam.house.gov/contact/email-me,http://roskam.house.gov/index.php?format=feed&amp;type=rss,PeterRoskam,RepRoskam,1.19E+14,RoskamIL06,UCk8IZKV_RC1Wr-dh09kzVTw,R000580,1848,N00004719,,1021912,412202,6382,Peter Roskam,gIQAN1SKAP,20715,Peter Roskam
Dennis,Ross,FL,10/18/1959,202-225-1252,https://dennisross.house.gov/forms/writeyourrep/,http://dennisross.house.gov/news/rss.aspx,RepDennisRoss,dennis.ross.376,4.69E+14,RepDennisRoss,UCSjZ4oRWi_sO-aGM9CUBOJQ,R000593,2003,N00030645,,62532,412411,12813,Dennis A. Ross,gIQAP9JXKP,21117,Dennis A. Ross
Lucille,Roybal-Allard,CA,6/12/1941,202-225-1766,http://roybal-allard.house.gov/contact/,http://roybal-allard.house.gov/news/rss.aspx,RepRoybalAllard,RepRoybalAllard,1.40E+14,RepRoybalAllard,UC_T_RXWeJ-smmpjdNLOaMcg,R000486,997,N00006671,,26136,400347,26766,,gIQAozxLAP,29317,Lucille Roybal-Allard
Edward,Royce,CA,10/12/1951,202-225-4111,https://royce.house.gov/contact/contactform.htm,http://royce.house.gov/news/rss.aspx,RepEdRoyce,EdRoyce,6460640558,RepEdRoyce,UC9DUiRouRl6Rz6PEvQ4jRPw,R000487,998,N00008264,,28461,400348,26772,,gIQACovbKP,29321,Ed Royce
Marco,Rubio,FL,5/28/1971,202-224-3041,http://www.rubio.senate.gov/public/index.cfm/contact,http://www.rubio.senate.gov/public/?a=rss.feed,SenRubioPress,SenatorMarcoRubio,1.79E+14,SenatorMarcoRubio,UCh8t7sV_DBKz4A-RkL9feyg,R000595,2084,N00030612,S350,87599,412491,1601,Marco Rubio,gIQA5xxt6O,41102,Marco Rubio
C.,Ruppersberger,MD,1/31/1946,202-225-3061,http://ruppersberger.house.gov/contact-dutch/email-dutch,http://dutch.house.gov/atom.xml,Call_Me_Dutch,1.85E+14,1.85E+14,ruppersberger,UCk2S9iSHNpo1E1A7qZ0SPIw,R000576,1728,N00025482,,49155,400349,36130,,gIQAUKkDAP,20329,Dutch Ruppersberger
Bobby,Rush,IL,11/23/1946,202-225-4372,https://rush.house.gov/contact-me/legislative-issues,http://rush.house.gov/rss.xml,RepBobbyRush,congressmanbobbyrush,2.31E+14,CongressmanRush,UCbWqxBnS_w_uFTdQAL0YH5g,R000515,1003,N00004887,,26127,400350,26831,Bobby Rush,gIQAPjFgAP,29346,Bobby Rush
Paul,Ryan,WI,1/29/1970,202-225-3031,https://paulryan.house.gov/contact/email.htm#.U032ra1dU_d,http://paulryan.house.gov/news/rss.aspx,SpeakerRyan,speakerryan,9.24E+14,reppaulryan,UC8nMpZAuz-gitzb2icE15Qw,R000570,1560,N00004357,,57970,400351,26344,Paul Ryan,gIQAUWiV9O,29939,Paul Ryan
Tim,Ryan,OH,7/16/1973,202-225-5261,http://timryanforms.house.gov/contact/,http://timryan.house.gov/rss.xml,RepTimRyan,timryan,1.22E+11,timryanvision,UCjAFlYCheFKjGg_Pxc2VOFA,R000577,1756,N00025280,,1003608,400352,45638,Tim Ryan (Ohio),gIQAQAddKP,20343,Tim Ryan (politician)
Gregorio,Sablan,MP,1/19/1955,202-225-2646,http://sablan.house.gov/email-me,http://sablan.house.gov/rss.xml,,1.53E+11,1.53E+11,CongressmanSablan,UC-fbzxBSiC98eAE2goaANVQ,S001177,1962,N00030418,,1031366,412312,110903,,,,Gregorio Sablan
Loretta,Sanchez,CA,1/7/1960,202-225-2965,https://lorettasanchez.house.gov/contact-me/email-me,http://lorettasanchez.house.gov/rss.xml,LorettaSanchez,LorettaSanchez,90966961167,LorettaSanchezLive,UCsPNjUsu5AvCJnVrdW_XjwA,S000030,1522,N00008274,,45639,400356,203,,gIQAaQoGAP,29709,Loretta Sanchez
John,Sarbanes,MD,5/22/1962,202-225-4016,http://sarbanes.house.gov/federal.asp,http://sarbanes.house.gov/rss_news.asp,RepSarbanes,RepSarbanes,,,,S001168,1854,N00027751,,1022884,412212,66575,,gIQA5SKbKP,20724,John Sarbanes
Steve,Scalise,LA,10/6/1965,202-225-3015,https://scalise.house.gov/contact-me/email-me,http://scalise.house.gov/rss.xml,SteveScalise,RepSteveScalise,50936151681,RepSteveScalise,UCmYveHBVXVBRxl7GiCL-gjw,S001176,1892,N00009660,,1015311,412261,9026,Steve Scalise,gIQAxgVSKP,20759,Steve Scalise
Janice,Schakowsky,IL,5/26/1944,202-225-2111,https://schakowsky.house.gov/write-to-congresswoman-jan-schakowsky,http://schakowsky.house.gov/index.php?format=feed&amp;type=rss,JanSchakowsky,janschakowsky,1.60E+11,repschakowsky,UCuCHHPSENUEaaeH8n_CYDXQ,S001145,1588,N00004724,,57874,400360,6387,Jan Schakowsky,gIQAOWtJAP,29911,Jan Schakowsky
Adam,Schiff,CA,6/22/1960,202-225-4176,https://schiff.house.gov/contact,http://schiff.house.gov/common/rss/?rss=49,RepAdamSchiff,RepAdamSchiff,9086721830,adamschiff,UCadiUi-KZoFk1K5ZDsluLcA,S001150,1635,N00009585,,90167,400361,9489,Adam Schiff,gIQAdNd69O,20104,Adam Schiff
Kurt,Schrader,OR,10/19/1951,202-225-5711,https://schrader.house.gov/contact,http://schrader.house.gov/news/rss.aspx,RepSchrader,repschrader,94978896695,repkurtschrader,UCrWRXVaGJtcImc_kknuDsAw,S001180,1950,N00030071,,1031358,412315,10813,Kurt Schrader,gIQA4NoVBP,20944,Kurt Schrader
Charles,Schumer,NY,11/23/1950,202-224-6542,http://www.schumer.senate.gov/Contact/email-chuck,,SenSchumer,chuckschumer,15771239406,SenatorSchumer,UC-ABttxh8uQv_10qmwGaidw,S000148,1036,N00001093,S270,5929,300087,26976,Chuck Schumer,gIQAOSQN9O,14858,Chuck Schumer
David,Schweikert,AZ,3/3/1962,202-225-2190,https://schweikert.house.gov/contact-form,http://schweikert.house.gov/rss/press-releases.xml,RepDavid,repdavidschweikert,1.50E+14,RepDavidSchweikert,UCVvuNVzkOUp7p_Pzkc6Zuvw,S001183,1994,N00006460,,5205,412399,106387,David Schweikert,gIQAdnZVKP,21105,David Schweikert
Austin,Scott,GA,12/10/1969,202-225-6531,https://austinscott.house.gov/email-me/,http://austinscott.house.gov/index.php?format=feed&amp;type=rss,AustinScottGA08,RepAustinScott,1.31E+14,RepAustinScott,UC5M7eKHKQStktMyjieiHYZQ,S001189,2009,N00032457,,623344,412417,11812,Austin Scott,gIQADLfVKP,21123,Austin Scott (politician)
